IID	PC1	PC2
UKR-1291	0.09401693	0.2181673
UKR-1292	0.090293	0.2017939
UKR-1377	0.0903658	0.2130253
UKR-1399	0.08801508	0.217559
UKR-1903	0.07537975	0.1994726
UKR-1909	0.09650947	0.2077937
UKR-1913	0.0877072	0.206504
UKR-1951	0.08983925	0.2149915
UKR-1978	0.08871856	0.2152615
UKR-1992	0.09446867	0.2166916
UKR-2021	0.08992159	0.2126993
UZB-229	0.1133834	-0.0226488
UZB-232	0.1071337	0.01682991
UZB-234	0.1040252	0.00998328
UZB-235	0.1032956	0.01351129
UZB-236	0.1061954	0.006607856
UZB-237	0.1066254	0.002687423
UZB-238	0.10372	0.005584766
UZB-244	0.1093656	-0.02150724
UZB-246	0.109235	-0.002859606
UZB-301	0.1114583	-0.03816053
UZB-302	0.1049767	0.02693111
UZB-303	0.09927106	0.08769351
UZB-304	0.107437	0.004348466
UZB-305	0.1100462	-0.01706357
UZB-306	0.1030684	0.03024863
UZB-307	0.08123093	0.1027634
UZB-308	0.1137631	-0.02319804
UZB-400	0.1513731	-0.2787821
UZB-401	0.1524827	-0.2903797
UZB-410	0.1546726	-0.2888493
UZB-411	0.1512532	-0.2674494
UZB-412	0.1553066	-0.2993635
UZB-415	0.1394715	-0.1659284
UZB-416	0.151288	-0.2877594
UZB-417	0.1556118	-0.2749429
UZB-420	0.1499911	-0.2616148
UZB-421	0.1549276	-0.2731897
UZB-422	0.1532015	-0.3051516
UZB-425	0.1558762	-0.28924
UZB-427	0.151289	-0.2518936
UZB-431	0.1520018	-0.2728709
YY-2	0.07934496	0.1880489
YY-18	0.08623465	0.1883522
YY-36	0.07913886	0.182395
SA062	-0.5168377	-0.03518354
SA1004	-0.6849594	-0.08451507
SA063	-0.7244596	-0.09148351
SA010	-0.7747514	-0.1067004
SA064	-0.6000845	-0.05990157
SA073	-0.672385	-0.08955731
SA1025	-0.743912	-0.09496171
SA078	-0.5257621	-0.0246169
SA083	-0.4822306	-0.02314287
Yuk_009	0.1673564	-0.2873738
Yuk_025	0.1644438	-0.2908158
Nga_051	0.1518868	-0.1894564
Nesk_05	0.1364605	-0.04418882
Yuk_022	0.170971	-0.3038846
Yuk_020	0.1684946	-0.2924868
MC_12	0.1589276	-0.1961193
MC_40	0.1715538	-0.2819623
Yuk_024	0.1674521	-0.2870723
Nesk_25	0.1736719	-0.276538
Yuk_023	0.1683704	-0.3129809
MC_16	0.1713256	-0.2907662
MC_28	0.1506913	-0.1556197
MC_02	0.133705	-0.03710716
Yuk_007	0.1500823	-0.1827961
MC_15	0.1701775	-0.2831586
MC_18	0.173097	-0.2817077
Yuk_004	0.1636866	-0.279576
Nga_052	0.1638768	-0.2701758
MC_08	0.1716795	-0.2839553
Nov_005	0.1733659	-0.3099504
MC_25	0.1711909	-0.2836385
Yuk_019	0.1690638	-0.3101249
Yuk_011	0.1728453	-0.2790098
Nesk_22	0.1747016	-0.272207
Sesk_47	0.1710543	-0.2933147
Yuk_012	0.1118404	0.07945794
MC_17	0.1721974	-0.2894935
Nesk_15	0.1766643	-0.2807452
Yuk_021	0.1740559	-0.3172845
Yuk_013	0.1365127	-0.05550699
MC_06	0.1711001	-0.284809
MC_38	0.1732919	-0.2834197
MC_14	0.1738532	-0.2763236
Nesk_03	0.1358017	-0.04032862
MC_20	0.1499819	-0.1460333
Nesk_23	0.1716455	-0.2784078
Nesk_31	0.1718919	-0.280156
Nesk_01	0.09486502	0.09362499
Ul5	0.1706405	-0.333408
Ul31	0.1721089	-0.339436
Ul65	0.1722162	-0.3383214
Tuba4	0.1213968	0.009592187
Tuba12	0.1440076	-0.1261594
Tuba20	0.1386712	-0.1129236
Tuba28	0.1097333	0.03086433
Nel19	0.127079	-0.009943613
Nlk16	0.1395433	-0.08315251
Esk20	0.1756621	-0.2878321
Kor16	0.1589937	-0.2460197
Kor66	0.1718945	-0.2977002
Ul6	0.1653154	-0.33632
Ul33	0.1726637	-0.3311888
Ul66	0.1738531	-0.3476934
Tuba5	0.1241065	-0.05476449
Tuba13	0.1345938	-0.1121603
Tuba21	0.1381484	-0.1288136
Tuba29	0.13821	-0.1289377
Nlk1	0.1592793	-0.2304852
Nlk18	0.1686353	-0.2983482
Esk29	0.1747762	-0.2895811
Kor30	0.1715311	-0.2894343
Kor72	0.1694033	-0.2823631
Ul9	0.1664559	-0.3362739
Ul41	0.1694688	-0.3115593
Ul71	0.1691743	-0.3427215
Tuba6	0.1426297	-0.123963
Tuba14	0.1170711	0.0391966
Tuba22	0.1437894	-0.1249683
Tuba30	0.1418572	-0.1348867
Nlk3	0.1668937	-0.3107845
Nlk19	0.117499	0.04251989
Esk37	0.1358041	-0.06469066
Kor39	0.1508091	-0.1739129
Kor86	0.1712994	-0.3234001
Ul10	0.1735297	-0.3450495
Ul43	0.1712481	-0.342825
Ul72	0.1699351	-0.3323893
Tuba7	0.1139315	0.04774455
Tuba15	0.1341125	-0.1229449
Tuba23	0.1404568	-0.1236289
Tuba31	0.13719	-0.1117624
Nlk5	0.1435508	-0.1408541
Ale9	0.1527592	-0.1304167
Esk38	0.1744383	-0.2805673
Kor40	0.1669795	-0.2852465
Ckrd1	0.112722	0.06413797
Ul61	0.1399761	-0.08145514
Ul44	0.1681992	-0.3361906
Ul74	0.1712204	-0.3365174
Tuba8	0.1108507	0.0648266
Tuba16	0.135987	-0.1406526
Tuba24	0.1420389	-0.1197341
Nel13	0.1278042	-0.04112148
Nlk6	0.1576852	-0.2331122
Ale11	0.1171496	0.06926697
Sir77	0.170687	-0.2764614
Kor49	0.1624234	-0.2861829
Ckrd2	0.1676274	-0.2875901
Ul19	0.1609202	-0.3384335
Ul54	0.1345268	-0.07216784
Tuba1	0.1395565	-0.1113009
Tuba9	0.1400022	-0.1291878
Tuba17	0.1419542	-0.1405541
Tuba25	0.1333496	-0.09067083
Nel15	0.1276213	-0.04528396
Nlk9	0.1536412	-0.2300777
Ale14	0.138164	-0.05326073
Sir14	0.1697287	-0.2771377
Kor54	0.1673192	-0.2819195
Ckrd8	0.1742532	-0.3033165
Ul24	0.1698743	-0.3273405
Ul59	0.1714329	-0.3351212
Tuba2	0.1346278	-0.0984975
Tuba10	0.138618	-0.09497895
Tuba18	0.1390957	-0.1230222
Tuba26	0.131089	-0.0600982
Nel16	0.1328617	-0.02316835
Nlk10	0.1285478	-0.05013288
Ale16	0.1333951	-0.02688713
Sir26	0.1774122	-0.2842132
Kor57	0.1651261	-0.281942
Ckrd9	0.1655409	-0.300916
Ul62	0.1395309	-0.08579122
Tuba3	0.1006364	-0.07286119
Tuba11	0.1402722	-0.09040947
Tuba19	0.1405617	-0.1253383
Tuba27	0.1352577	-0.0875407
Nel17	0.1341977	-0.05892176
Nlk14	0.1356753	-0.06094362
Ale32	0.1224587	0.04485307
Sir61	0.1740174	-0.2866303
Kor61	0.1683706	-0.2803458
Ul27	0.08270507	-0.2835239
Ckrd10	-0.02196038	-0.2454531
HGDP00001	0.05830611	0.1231954
HGDP00003	0.05944322	0.123797
HGDP00005	0.06363134	0.1146397
HGDP00007	0.06382317	0.1297228
HGDP00011	0.06901681	0.1276785
HGDP00013	-0.1352821	0.07110558
HGDP00015	0.06639044	0.1337107
HGDP00017	0.06295248	0.1288577
HGDP00019	0.06459644	0.1174
HGDP00021	0.03989067	0.1286336
HGDP00023	0.06237761	0.1316406
HGDP00025	0.07108757	0.1299035
HGDP00027	0.04888803	0.1204152
HGDP00029	-0.04002796	0.09423529
HGDP00031	0.06008212	0.12557
HGDP00033	0.06677151	0.1289028
HGDP00035	0.05743141	0.1131032
HGDP00037	0.06865086	0.1289917
HGDP00039	0.05216505	0.1005209
HGDP00041	0.07389802	0.1335134
HGDP00043	0.04078278	0.1261469
HGDP00045	0.06528225	0.1304625
HGDP00047	0.02564224	0.1259477
HGDP00049	0.05830794	0.1248027
HGDP00052	0.06301635	0.131882
HGDP00054	0.06673468	0.1473353
HGDP00056	0.07192788	0.09914242
HGDP00057	-0.05945876	0.09188322
HGDP00058	0.06887223	0.1174339
HGDP00060	-0.02780809	0.1086864
HGDP00062	0.05274224	0.1382432
HGDP00064	0.06232131	0.1389185
HGDP00066	0.06899235	0.1279917
HGDP00068	0.07258674	0.1049242
HGDP00070	0.07874978	0.03400581
HGDP00072	0.06153171	0.1327457
HGDP00074	0.06504115	0.1356643
HGDP00076	-0.01294146	0.1106745
HGDP00078	0.02958165	0.1239866
HGDP00080	0.05726765	0.1325531
HGDP00082	0.07279882	0.1299273
HGDP00086	0.0671381	0.1350108
HGDP00088	0.06434716	0.1276831
HGDP00090	0.05606217	0.1052184
HGDP00092	0.06162948	0.1099718
HGDP00094	0.06365542	0.117052
HGDP00096	0.05909328	0.1191706
HGDP00098	0.040952	0.1138617
HGDP00099	0.1302936	-0.09799696
HGDP00100	0.1180997	-0.0403632
HGDP00102	0.1158323	-0.09026028
HGDP00103	0.1236663	-0.1013967
HGDP00104	0.1063158	-0.02465623
HGDP00105	0.1170671	-0.09777583
HGDP00106	0.1199736	-0.07610774
HGDP00108	0.1211671	-0.08430689
HGDP00109	0.1244736	-0.08923806
HGDP00110	0.1153866	-0.07107869
HGDP00112	0.1262576	-0.1154685
HGDP00115	0.1258164	-0.09568658
HGDP00116	0.1187468	-0.08928359
HGDP00118	0.1180524	-0.0809113
HGDP00119	0.1100624	-0.05681976
HGDP00120	0.1186289	-0.08070539
HGDP00121	0.1231843	-0.09345601
HGDP00122	0.1233145	-0.09222502
HGDP00124	0.120273	-0.07286518
HGDP00125	0.1221985	-0.09072164
HGDP00127	0.1241124	-0.0908105
HGDP00129	0.09598212	0.03363822
HGDP00130	-0.2467376	0.02554013
HGDP00131	0.04818568	0.1376782
HGDP00133	0.05710441	0.1366788
HGDP00134	0.01604582	0.1280288
HGDP00135	0.0645634	0.1396537
HGDP00136	0.03732965	0.124962
HGDP00137	0.04579822	0.1344965
HGDP00139	-0.03955105	0.1095334
HGDP00140	0.03112841	0.116249
HGDP00141	0.02553032	0.1270007
HGDP00143	0.04052196	0.08537845
HGDP00144	0.04245135	0.132466
HGDP00145	0.02867181	0.1292057
HGDP00146	0.04300115	0.1458072
HGDP00148	0.03376495	0.1273502
HGDP00149	0.01655594	0.08337626
HGDP00150	-0.1008321	0.08533698
HGDP00151	0.02603583	0.1343033
HGDP00153	0.003235125	0.1222084
HGDP00154	0.04007515	0.135464
HGDP00155	0.05394325	0.1434803
HGDP00157	0.03424153	0.1366799
HGDP00158	0.06234651	0.1346538
HGDP00160	0.05073316	0.1340391
HGDP00161	0.03433682	0.1298764
HGDP00163	0.03710735	0.08906959
HGDP00165	0.04874204	0.07217084
HGDP00167	0.06682859	0.07802647
HGDP00169	0.06706884	0.08061861
HGDP00171	0.0785115	0.09145004
HGDP00173	-0.03424309	0.06838019
HGDP00175	-0.2670709	0.006971272
HGDP00177	0.009866554	0.07003588
HGDP00179	0.06661978	0.09254408
HGDP00181	0.07538456	0.08878279
HGDP00183	0.06970025	0.07956049
HGDP00185	0.07034682	0.0939215
HGDP00187	0.07405924	0.08744479
HGDP00189	0.07678246	0.08734561
HGDP00191	0.08095725	0.09298772
HGDP00192	0.06551049	0.08085122
HGDP00195	0.0708225	0.0748959
HGDP00197	0.08013328	0.0855083
HGDP00199	0.05957859	0.1162652
HGDP00201	0.07379665	0.08904433
HGDP00205	0.07010129	0.09161394
HGDP00206	0.07694763	0.06522943
HGDP00208	0.06898692	0.08660943
HGDP00210	0.07055963	0.07783458
HGDP00213	0.08089799	0.1191791
HGDP00214	0.0728059	0.1136254
HGDP00216	0.08194006	0.09279569
HGDP00218	0.07835983	0.1097784
HGDP00222	0.08187112	0.09799884
HGDP00224	0.07919467	0.1078594
HGDP00226	0.07999161	0.1028664
HGDP00228	0.07609844	0.09000387
HGDP00230	0.07950836	0.09619918
HGDP00232	0.07668881	0.09183007
HGDP00234	0.08211275	0.09318819
HGDP00237	0.072019	0.06605579
HGDP00239	0.07582508	0.06823835
HGDP00241	0.07887175	0.1156853
HGDP00243	0.07627377	0.1239086
HGDP00244	0.07680519	0.0951004
HGDP00247	0.07884603	0.09549351
HGDP00248	0.07429619	0.09031874
HGDP00251	0.07477922	0.09634227
HGDP00254	0.07473519	0.1101535
HGDP00258	0.07771549	0.07666922
HGDP00259	0.0771086	0.1157281
HGDP00262	0.08092241	0.1025693
HGDP00264	0.07803716	0.09029901
HGDP00267	0.07761839	0.1117991
HGDP00277	0.07659115	0.1127532
HGDP00279	0.08244771	0.1015971
HGDP00281	0.07280509	0.1061757
HGDP00285	0.08185286	0.1129923
HGDP00286	0.08033526	0.1053946
HGDP00288	0.08140007	0.1098415
HGDP00290	0.08025563	0.1044786
HGDP00298	0.07827098	0.110526
HGDP00302	0.08409958	0.1086664
HGDP00307	0.08430687	0.1090931
HGDP00311	0.0840405	0.1036707
HGDP00313	0.08060504	0.1005798
HGDP00315	0.08699857	0.1111559
HGDP00319	0.08188892	0.1132601
HGDP00323	0.07984577	0.1174759
HGDP00328	0.07955572	0.1087335
HGDP00330	0.0822708	0.1079157
HGDP00333	0.07902394	0.1055209
HGDP00336	0.086858	0.03827377
HGDP00338	0.08364975	0.05741166
HGDP00341	0.08342527	0.04499845
HGDP00346	0.08838913	0.04639187
HGDP00351	0.08605408	0.04847553
HGDP00356	0.08479905	0.05272722
HGDP00359	0.083134	0.04670878
HGDP00364	0.08539121	0.05502008
HGDP00371	0.08658584	0.04308933
HGDP00372	0.09119071	0.04209532
HGDP00376	0.08614119	0.02997233
HGDP00382	0.0870807	0.04938137
HGDP00388	0.07814516	0.05543208
HGDP00392	0.0936251	0.04959556
HGDP00397	0.08485182	0.04956824
HGDP00402	0.08658665	0.05179967
HGDP00407	0.09119207	0.04011056
HGDP00412	0.08892148	0.05434387
HGDP00417	0.08539364	0.04745841
HGDP00423	0.08384576	0.04938453
HGDP00428	0.08796766	0.05898111
HGDP00433	0.08261723	0.06347957
HGDP00438	0.09342395	0.04857086
HGDP00444	0.08656947	0.05563471
HGDP00445	0.08685635	0.04827061
HGDP00449	-0.7593992	-0.1015115
HGDP00450	-0.7694165	-0.1130078
HGDP00452	-0.7642906	-0.1078518
HGDP00453	-0.7701049	-0.1086376
HGDP00454	-0.7612473	-0.1087281
HGDP00455	-0.7534108	-0.1102182
HGDP00456	-0.7781358	-0.1163596
HGDP00457	-0.7601599	-0.1117682
HGDP00458	-0.7679943	-0.1146034
HGDP00459	-0.7585489	-0.1058753
HGDP00460	-0.7573936	-0.1105538
HGDP00461	-0.7650417	-0.1147713
HGDP00462	-0.762981	-0.1081606
HGDP00463	-0.7600252	-0.1144484
HGDP00464	-0.7649166	-0.115056
HGDP00465	-0.7645551	-0.1084589
HGDP00466	-0.7606886	-0.1130856
HGDP00467	-0.7661575	-0.1129573
HGDP00469	-0.7588113	-0.1055515
HGDP00470	-0.7633495	-0.114476
HGDP00471	-0.7664455	-0.1139978
HGDP00472	-0.7455591	-0.1119491
HGDP00473	-0.763954	-0.1103735
HGDP00474	-0.763278	-0.1107464
HGDP00475	-0.7603449	-0.1103972
HGDP00476	-0.7672291	-0.1157529
HGDP00478	-0.7592861	-0.1112884
HGDP00479	-0.7603874	-0.1117607
HGDP00491	0.062105	-0.2033752
HGDP00511	0.08518459	0.2353024
HGDP00512	0.08191009	0.2237405
HGDP00513	0.07924427	0.2223664
HGDP00514	0.08547279	0.2213838
HGDP00515	0.08373357	0.2286208
HGDP00516	0.08438948	0.2288674
HGDP00517	0.07892969	0.2260333
HGDP00518	0.08411678	0.2257765
HGDP00519	0.08680426	0.2253991
HGDP00520	0.07294565	0.2239803
HGDP00521	0.07247686	0.2655219
HGDP00522	0.09110544	0.2288289
HGDP00523	0.09077957	0.219822
HGDP00524	0.0819285	0.2301869
HGDP00525	0.07910174	0.2241926
HGDP00526	0.08755299	0.2257394
HGDP00527	0.08278526	0.2190284
HGDP00528	0.0792059	0.2221109
HGDP00529	0.07938537	0.2250015
HGDP00530	0.08539112	0.2384037
HGDP00531	0.08279504	0.234785
HGDP00533	0.09711189	0.2225823
HGDP00534	0.08184252	0.2215645
HGDP00535	0.0917203	0.2259889
HGDP00536	0.07250933	0.2236612
HGDP00537	0.07879107	0.2280864
HGDP00538	0.08316157	0.2292974
HGDP00539	0.07842741	0.2304021
HGDP00540	0.03112158	-0.1730159
HGDP00541	0.03615865	-0.1729595
HGDP00542	0.02864923	-0.1739549
HGDP00543	0.03390538	-0.1719867
HGDP00544	0.06024302	-0.2009408
HGDP00545	0.0312678	-0.1683922
HGDP00546	0.03011418	-0.1675253
HGDP00547	0.03760388	-0.1732921
HGDP00548	0.03165316	-0.1728099
HGDP00549	0.03167024	-0.168351
HGDP00550	0.03369116	-0.1683124
HGDP00551	0.03056121	-0.1719673
HGDP00552	0.03010209	-0.1731011
HGDP00553	0.03551537	-0.1698479
HGDP00554	0.03384534	-0.1698533
HGDP00555	0.03140549	-0.1638229
HGDP00556	0.03259374	-0.1663043
HGDP00557	0.05084071	0.2118658
HGDP00558	0.04338049	0.2161143
HGDP00559	0.04768209	0.2074597
HGDP00560	0.05037656	0.2123765
HGDP00561	0.0398303	0.2048383
HGDP00562	0.04400711	0.2101793
HGDP00563	0.0380351	0.2091858
HGDP00564	0.04908601	0.2164238
HGDP00565	0.03875586	0.2116421
HGDP00566	0.04029459	0.2043766
HGDP00567	0.04129853	0.2087176
HGDP00568	0.0462567	0.2101077
HGDP00569	0.04126278	0.2124366
HGDP00571	0.05538874	0.214469
HGDP00572	0.0393901	0.2071237
HGDP00573	0.03816245	0.2090588
HGDP00574	0.04426598	0.212861
HGDP00575	0.04613927	0.212728
HGDP00576	0.01433347	0.1994266
HGDP00577	0.03765959	0.201152
HGDP00578	0.04120357	0.2065543
HGDP00579	0.04559557	0.2148016
HGDP00580	0.04267211	0.2100108
HGDP00581	0.04195341	0.1953082
HGDP00582	0.03853201	0.2064651
HGDP00583	0.04314597	0.2115729
HGDP00584	0.04323097	0.2051446
HGDP00586	0.03942418	0.2089328
HGDP00587	0.04528766	0.2112478
HGDP00588	0.03941932	0.2056206
HGDP00590	0.05576095	0.2126957
HGDP00591	0.0431829	0.2114869
HGDP00594	0.04481697	0.2141504
HGDP00595	0.04645224	0.2059091
HGDP00597	0.0449014	0.2133653
HGDP00598	0.03532329	0.2113656
HGDP00599	0.05572811	0.2111215
HGDP00600	0.04939662	0.2056113
HGDP00601	0.04088019	0.2134907
HGDP00602	0.04728538	0.209203
HGDP00604	0.05423657	0.2100703
HGDP00606	0.03924325	0.2082953
HGDP00607	-0.01098564	0.1894149
HGDP00608	-0.001511649	0.2029484
HGDP00609	-0.02860982	0.1795018
HGDP00610	0.002308623	0.1987267
HGDP00611	-0.06872304	0.1670621
HGDP00612	0.008891208	0.2063113
HGDP00613	-0.009726355	0.1815159
HGDP00614	-0.0144454	0.1850951
HGDP00615	0.003517236	0.1866996
HGDP00616	0.01254989	0.1983566
HGDP00618	0.001677175	0.2071039
HGDP00619	-0.009775223	0.195008
HGDP00620	-0.04959305	0.1732876
HGDP00621	-0.5566348	-0.04460249
HGDP00622	-0.01151592	0.1848762
HGDP00623	-0.01206229	0.2015435
HGDP00624	-0.01291952	0.1989002
HGDP00625	0.0005093689	0.1871188
HGDP00626	-0.003455183	0.1874489
HGDP00627	-0.05326573	0.1735786
HGDP00628	-0.00721666	0.1827507
HGDP00629	-0.01914787	0.180735
HGDP00630	0.001027255	0.19463
HGDP00631	0.001765119	0.2065299
HGDP00632	-0.05407038	0.172021
HGDP00634	-0.04807925	0.1755834
HGDP00635	-0.02543676	0.1738061
HGDP00636	-0.001334267	0.200615
HGDP00637	-0.02087873	0.1770141
HGDP00638	-0.05183102	0.1780603
HGDP00639	-0.002444142	0.194836
HGDP00640	-0.05994712	0.1661394
HGDP00641	-0.0008935536	0.1963859
HGDP00642	-0.0005848954	0.1949942
HGDP00643	0.01124155	0.2008419
HGDP00644	-0.00143679	0.1870274
HGDP00645	-0.02589802	0.1814571
HGDP00646	-0.08170951	0.1692871
HGDP00647	-0.007233595	0.1885077
HGDP00648	0.005172936	0.1938022
HGDP00649	0.01018713	0.2044633
HGDP00650	0.008849	0.1978977
HGDP00651	-0.003416241	0.1965527
HGDP00653	0.009525662	0.1953899
HGDP00654	0.01522932	0.1901277
HGDP00655	0.05773558	-0.1981655
HGDP00656	0.05740696	-0.200552
HGDP00660	0.05476876	-0.2002183
HGDP00661	0.05940225	-0.196136
HGDP00662	0.05769617	-0.2014145
HGDP00663	0.05425929	-0.1956259
HGDP00664	0.06001629	-0.1974689
HGDP00665	0.06869419	0.248692
HGDP00666	0.07030153	0.2514201
HGDP00667	0.07421839	0.2430783
HGDP00668	0.07247248	0.2484856
HGDP00669	0.06944816	0.2472497
HGDP00670	0.06946716	0.249858
HGDP00671	0.07379945	0.2528777
HGDP00672	0.07320637	0.2441495
HGDP00673	0.06793012	0.2447283
HGDP00674	0.07041089	0.2483988
HGDP00675	0.01279502	0.1944166
HGDP00676	0.0107369	0.1913671
HGDP00677	0.007968534	0.1961889
HGDP00678	0.01100108	0.1950254
HGDP00679	0.01727913	0.199538
HGDP00680	-0.02156579	0.1794635
HGDP00682	0.00335535	0.1857571
HGDP00683	-0.003057001	0.1843126
HGDP00684	0.00572869	0.1947142
HGDP00685	-0.02455866	0.1868101
HGDP00686	-0.0129048	0.1837038
HGDP00687	0.01702206	0.2031876
HGDP00688	0.007670465	0.1944964
HGDP00689	0.009270257	0.1972219
HGDP00690	0.01491847	0.1975499
HGDP00691	-0.002309659	0.1894007
HGDP00692	-0.08791478	0.1554324
HGDP00693	0.01257212	0.1911379
HGDP00694	0.01152438	0.2007217
HGDP00696	0.01168256	0.1959813
HGDP00697	0.01143814	0.1982807
HGDP00698	-0.004008543	0.1875547
HGDP00699	0.004336934	0.2020843
HGDP00700	-0.01269221	0.1850426
HGDP00701	0.01007974	0.1998621
HGDP00702	0.1795971	-0.2694826
HGDP00703	0.1219692	-0.2150357
HGDP00704	0.1822572	-0.2654826
HGDP00706	0.1816173	-0.2729361
HGDP00711	0.1325655	-0.2874822
HGDP00712	0.1572236	-0.3425904
HGDP00713	0.1353994	-0.2758526
HGDP00714	0.1444864	-0.3029924
HGDP00715	0.1307409	-0.2715536
HGDP00716	0.1337887	-0.3102574
HGDP00717	0.1291684	-0.2918635
HGDP00719	0.1427463	-0.304829
HGDP00720	0.1420396	-0.2859555
HGDP00721	0.1316665	-0.2791955
HGDP00722	0.003783425	0.1920615
HGDP00723	-0.0237833	0.1811321
HGDP00724	0.00186562	0.1985618
HGDP00725	0.01552594	0.1944536
HGDP00726	-0.006409261	0.1936907
HGDP00727	0.01127063	0.1964171
HGDP00729	0.004024119	0.1892366
HGDP00730	0.01255416	0.194843
HGDP00731	-0.02574436	0.178554
HGDP00732	0.007731055	0.2050186
HGDP00733	0.01342473	0.1958019
HGDP00734	0.002886216	0.1907756
HGDP00735	0.008543823	0.1942362
HGDP00736	0.01044594	0.1950106
HGDP00737	0.005517746	0.19884
HGDP00738	-0.05584362	0.1700724
HGDP00739	-0.01727799	0.1818436
HGDP00740	0.01132858	0.1953893
HGDP00741	-0.005538529	0.1912737
HGDP00744	-0.05351501	0.1732075
HGDP00745	0.01189804	0.1814073
HGDP00747	0.1633444	-0.3510546
HGDP00748	0.1665725	-0.3505611
HGDP00749	0.1652171	-0.3513932
HGDP00750	0.1681901	-0.3490517
HGDP00751	0.1620999	-0.3412665
HGDP00752	0.1632986	-0.3526072
HGDP00753	0.1599056	-0.3492739
HGDP00754	0.1617982	-0.3478662
HGDP00755	0.1690358	-0.3494552
HGDP00756	0.1662401	-0.350151
HGDP00757	0.166683	-0.3463885
HGDP00758	0.168541	-0.3483151
HGDP00759	0.167452	-0.3634821
HGDP00760	0.1651277	-0.3590786
HGDP00761	0.1643978	-0.344208
HGDP00762	0.1621058	-0.3520216
HGDP00763	0.1641422	-0.352057
HGDP00764	0.1666407	-0.3473192
HGDP00765	0.1628493	-0.3473398
HGDP00766	0.1669446	-0.3509819
HGDP00767	0.1672592	-0.3488419
HGDP00768	0.1641802	-0.3545523
HGDP00769	0.1708537	-0.3522093
HGDP00771	0.1695335	-0.3548293
HGDP00772	0.1660439	-0.344197
HGDP00773	0.1648809	-0.3473145
HGDP00774	0.1672506	-0.3603512
HGDP00775	0.1635628	-0.3574798
HGDP00776	0.1656742	-0.3623899
HGDP00777	0.1660785	-0.3480245
HGDP00778	0.1717834	-0.3879759
HGDP00779	0.1634348	-0.3580929
HGDP00780	0.161333	-0.352245
HGDP00781	0.1566835	-0.3570498
HGDP00782	0.1649837	-0.3559482
HGDP00783	0.1706332	-0.3549692
HGDP00784	0.1617355	-0.3565269
HGDP00785	0.1709615	-0.3541179
HGDP00786	0.1673204	-0.36489
HGDP00787	0.05670777	-0.1898246
HGDP00788	0.05458059	-0.1959638
HGDP00790	0.1648437	-0.3482
HGDP00791	0.1603086	-0.352103
HGDP00794	0.08302625	0.2173162
HGDP00796	0.09170762	0.2150926
HGDP00797	0.08986436	0.2243803
HGDP00798	0.08849227	0.22365
HGDP00799	0.08870671	0.2264041
HGDP00800	0.09169237	0.2204399
HGDP00802	0.08849083	0.2237578
HGDP00803	0.09077613	0.2264016
HGDP00805	0.09488889	0.2219621
HGDP00806	0.09362865	0.2324744
HGDP00807	0.09171667	0.2234139
HGDP00808	0.09174117	0.2197394
HGDP00810	0.08495768	0.2275049
HGDP00811	0.1702287	-0.370385
HGDP00812	0.1638679	-0.3513208
HGDP00813	0.1657251	-0.3671045
HGDP00814	0.1675634	-0.3574488
HGDP00815	0.1645034	-0.3571645
HGDP00817	0.1633925	-0.3504999
HGDP00818	0.1683417	-0.3636668
HGDP00819	0.1664282	-0.3657085
HGDP00820	0.1676834	-0.3532983
HGDP00821	0.1632792	-0.3610603
HGDP00822	0.1648174	-0.3636451
HGDP00828	0.1635288	-0.3492457
HGDP00832	0.1851033	-0.2670013
HGDP00837	0.1866089	-0.2563895
HGDP00838	0.1869904	-0.2673646
HGDP00843	0.1826602	-0.2619825
HGDP00845	0.1872545	-0.2706521
HGDP00846	0.1871606	-0.2713908
HGDP00849	0.1883522	-0.2672718
HGDP00852	0.1881312	-0.2656597
HGDP00854	0.1606408	-0.2221708
HGDP00855	0.1822439	-0.2539381
HGDP00856	0.1756976	-0.2358442
HGDP00857	0.1783396	-0.2570907
HGDP00858	0.1765958	-0.2345372
HGDP00859	0.156769	-0.2381055
HGDP00860	0.1122	-0.1157267
HGDP00861	0.1304424	-0.187002
HGDP00862	0.1701428	-0.2163522
HGDP00863	0.1266741	-0.2309504
HGDP00864	0.1732352	-0.2379259
HGDP00865	0.1673005	-0.250827
HGDP00868	0.1402578	-0.1982809
HGDP00869	0.1460216	-0.1837089
HGDP00870	0.17675	-0.2381918
HGDP00871	0.1320196	-0.127251
HGDP00872	0.1676392	-0.2363809
HGDP00873	0.1725421	-0.2426477
HGDP00875	0.1408559	-0.2268765
HGDP00876	0.1415549	-0.1257212
HGDP00877	0.1633403	-0.2048997
HGDP00879	0.1016059	0.171886
HGDP00880	0.1029824	0.1778432
HGDP00881	0.09661386	0.162444
HGDP00882	0.1053241	0.1618892
HGDP00883	0.1028769	0.1696078
HGDP00884	0.09715932	0.1862955
HGDP00887	0.09875471	0.1707673
HGDP00888	0.0980444	0.1824103
HGDP00889	0.09571966	0.1784236
HGDP00890	0.1002383	0.1713703
HGDP00891	0.1029156	0.1694004
HGDP00892	0.09933364	0.174847
HGDP00893	0.1011021	0.166916
HGDP00894	0.09809061	0.1631943
HGDP00895	0.1003725	0.1526034
HGDP00896	0.0963222	0.1665477
HGDP00897	0.1009459	0.173045
HGDP00898	0.1030554	0.1591863
HGDP00899	0.09907958	0.1736552
HGDP00900	0.09592898	0.1858129
HGDP00901	0.1009977	0.167792
